"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","mturkcode","Q39","Q86","Q46","Q129_1","Q129_2","Q129_3","Q129_4","NP_H_1","NP_C_2","Q40","Q41","Q71","Q47","Q48","Q243_1","Q243_2","Q243_3","Q243_4","Q244","Q245","Q246","Q247","Q249","Q56","A1","A2","A3","A4","A5","A6","A7","A8","A9","A10","Q38","Q42","Q44","Q46.0","Q48.0","Q50","Q41.0","Q2","Q3","Q4","Q79","Q6","Q50.0","DO_BR_FL_6yTYxOmURd7ewO9","DO_BL_simulation","DO_BL_priming","DO_BL_Choices","LocationLatitude","LocationLongitude","LocationAccuracy","hot_cold","condition","A4rev","A6rev","A10rev","choices"
"R_pi503JgKOkSR81X","Default Response Set","Anonymous","","","184.178.113.110","0",2017-08-24 12:15:41,2017-08-24 12:19:37,1,"927161",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,26.414,26.414,30.595,1,NA,1,NA,NA,"Quality is very good. The picture is sharp and the colors are accurate for the scene.",1,8,7,8,7,1,2,9,8,1,1,1,5,6,6,5,7,7,1,2,35,72,1,1,"priming","","Q47|Q48|Q243|Q245|Q249","Q56|1|7|9|3|10|6|2|5|8|4","32.907897949219","-116.62440490723","-1",1,2,3,8,9,7.2
"R_2wzNVE5e1QHj9Ir","Default Response Set","Anonymous","","","97.103.12.21","0",2017-08-24 12:17:23,2017-08-24 12:19:48,1,"916800",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,0,0,31.428,0,NA,1,NA,NA,"I think the photo is pretty, but the light level is quite low which makes details in the photo difficult to make out.",1,7,9,7,7,9,3,9,5,3,1,1,7,3,5,2,8,7,1,2,40,75,1,1,"priming","","Q47|Q48|Q243|Q245|Q249","Q56|3|2|6|9|5|4|10|7|8|1","28.884094238281","-81.234802246094","-1",1,2,3,7,9,6.2
"R_29omnxpnWJCp9CR","Default Response Set","Anonymous","","","208.49.58.254","0",2017-08-24 12:15:35,2017-08-24 12:19:53,1,"877897",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,0,0,31.778,0,NA,1,NA,NA,"Overall I enjoyed the photo. It was of high quality and took me to a place I would like to visit in person.",1,2,8,1,2,4,4,8,1,2,7,1,6,3,5,2,7,8,1,1,30,72,1,1,"priming","","Q47|Q48|Q243|Q245|Q249","Q56|2|3|6|1|5|8|4|7|9|10","44.059906005859","-88.527801513672","-1",1,2,8,6,3,3.8
"R_1LGtqflzYqS7Yc3","Default Response Set","Anonymous","","","12.38.35.163","0",2017-08-24 12:14:35,2017-08-24 12:20:00,1,"898506",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,0,0,30.726,0,NA,1,NA,NA,"The quality of the photo is very professional, sharp and appealing.",1,1,1,3,2,8,2,9,3,1,4,1,7,7,6,2,7,6,1,1,26,80,1,1,"priming","","Q47|Q48|Q243|Q245|Q249","Q56|6|10|5|2|1|9|3|8|4|7","28.553497314453","-81.300399780273","-1",1,2,8,8,6,5.6
"R_3NUMWci9Qvk29XS","Default Response Set","Anonymous","","","158.222.251.177","0",2017-08-24 12:17:42,2017-08-24 12:20:01,1,"786950",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,0,0,31.113,0,1,NA,NA,NA,"I'm not sure",1,6,9,4,5,7,6,7,5,6,8,1,5,4,7,6,7,5,1,1,24,75,1,1,"priming","","Q47|Q48|Q243|Q244|Q249","Q56|10|1|7|6|4|5|9|3|8|2","41.655807495117","-74.686798095703","-1",2,2,5,4,2,4
"R_2EEP9spkyRXLU7B","Default Response Set","Anonymous","","","68.81.42.79","0",2017-08-24 12:15:32,2017-08-24 12:20:08,1,"948858",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,0,0,30.566,0,NA,1,NA,NA,"This is a high quality photo. I was able to see details of the branches and the snow on them.",1,1,9,9,3,9,1,9,9,5,1,1,5,3,1,3,9,6,1,2,58,80,1,1,"priming","","Q47|Q48|Q243|Q245|Q249","Q56|10|7|2|8|9|5|1|4|6|3","40.311798095703","-75.325202941895","-1",1,2,7,9,9,8.6
"R_3Em2hOSK4h836Du","Default Response Set","Anonymous","","","99.46.169.184","0",2017-08-24 12:16:34,2017-08-24 12:20:15,1,"977317",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,0,0,31.217,0,NA,NA,1,NA,"It was pretty nice, it was aesthetically pleasing",1,8,8,2,2,8,2,8,2,4,8,1,7,5,8,7,2,7,1,2,21,63,1,1,"priming","","Q47|Q48|Q243|Q246|Q249","Q56|1|5|3|7|8|4|6|2|10|9","29.739501953125","-95.387901306152","-1",2,2,8,8,2,4.4
"R_ULrphdgZN6dTakV","Default Response Set","Anonymous","","","64.188.168.234","0",2017-08-24 12:14:23,2017-08-24 12:20:19,1,"845565",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,0,0,31.493,0,1,NA,NA,NA,"the quality of the photo was fantastic. I enjoyed looking at the photo. I appreciated the use of color and the natural tones of the photo were captivating.",1,9,1,9,3,5,5,6,6,1,1,1,5,6,4,2,8,4,1,2,32,74,1,1,"priming","","Q47|Q48|Q243|Q244|Q249","Q56|10|1|9|3|4|5|8|6|2|7","43.363998413086","-115.52020263672","-1",2,2,7,5,9,7.2
"R_pABKmEMYIOZIMyB","Default Response Set","Anonymous","","","24.15.171.133","0",2017-08-24 12:15:56,2017-08-24 12:20:29,1,"914830",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,0,0,30.428,0,NA,NA,NA,1,"I think it is definitely a low quality photo.  Not horrible, but something that an amateur took for sure.",1,3,7,5,1,7,5,9,7,2,1,1,3,5,4,6,4,5,1,1,35,70,1,1,"priming","","Q47|Q48|Q243|Q247|Q249","Q56|1|5|4|7|3|8|6|9|10|2","41.735107421875","-88.044700622559","-1",1,2,9,5,9,7
"R_r8yqvY3jOsREI4p","Default Response Set","Anonymous","","","68.99.132.102","0",2017-08-24 12:15:29,2017-08-24 12:20:35,1,"981924",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,0,0,30.495,0,1,NA,NA,NA,"I think it looked really nice and good quality.  It was nice to look at.  I enjoyed it.",1,9,3,1,4,8,3,9,1,7,1,1,6,5,1,2,8,2,1,2,34,75,1,1,"priming","","Q47|Q48|Q243|Q244|Q249","Q56|5|9|1|2|10|3|6|7|4|8","33.352798461914","-111.78900146484","-1",2,2,6,7,9,4.8
"R_31vkWieojMNIidY","Default Response Set","Anonymous","","","73.158.44.143","0",2017-08-24 12:16:34,2017-08-24 12:20:59,1,"861822",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,0,0,30.916,0,NA,NA,1,NA,"I think the picture is very amazing to capture this natural phenomenon. The quality is very high with the clear color and view.",1,1,5,9,5,7,5,7,5,2,1,1,5,5,5,5,7,4,1,2,28,70,2,1,"priming","","Q47|Q48|Q243|Q246|Q249","Q56|9|10|1|5|6|7|3|2|4|8","37.567001342773","-121.98289489746","-1",2,2,5,5,9,6.6
"R_3Pv1uSz1cqtyM2M","Default Response Set","Anonymous","","","190.104.221.140","0",2017-08-24 12:15:53,2017-08-24 12:21:01,1,"875686",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,4.695,31.373,34.707,2,1,NA,NA,NA,"The quality is very good , the way the picture its taken shows alot of the sorroundings which is very nice and good to look at cause you have alot of things to explore in the picture",1,1,1,9,1,9,1,9,9,1,1,1,9,1,9,1,9,5,1,2,52,75,1,1,"priming","","Q47|Q48|Q243|Q244|Q249","Q56|9|2|5|8|3|6|10|7|1|4","-34.603302001953","-58.38159942627","-1",2,2,9,9,9,9
"R_bC0XIqkW5w0GE37","Default Response Set","Anonymous","","","71.163.153.23","0",2017-08-24 12:17:04,2017-08-24 12:21:02,1,"884581",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,1.101,1.101,31.322,1,NA,NA,NA,1,"The photo looks like it had to have been taken by a professional photographer just based on the location and framing. The image quality is not great, however. The resolution looks low to me.",1,9,1,1,9,9,6,1,1,1,1,1,8,7,7,8,3,1,1,1,40,79,1,1,"priming","","Q47|Q48|Q243|Q247|Q249","Q56|7|4|3|2|8|1|9|10|6|5","39.131698608398","-77.28800201416","-1",1,2,1,4,9,3.2
"R_Y46ncT8cIrR8Vfr","Default Response Set","Anonymous","","","108.67.200.49","0",2017-08-24 12:18:32,2017-08-24 12:21:09,1,"827607",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,0,0,30.436,0,NA,NA,NA,1,"It is a good picture but the quality is average.",1,2,2,8,2,7,1,9,3,2,2,1,8,2,1,1,9,8,1,1,28,75,1,1,"priming","","Q47|Q48|Q243|Q247|Q249","Q56|3|8|2|6|1|4|9|5|10|7","25.754104614258","-80.271003723145","-1",1,2,8,9,8,7.2
"R_2ByRxqw9L0qn69n","Default Response Set","Anonymous","","","74.109.193.29","0",2017-08-24 12:16:25,2017-08-24 12:21:15,1,"846389",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,0,0,30.435,0,NA,NA,1,NA,"I guess this is high quality picture. It was great to see it. It's a masterpiece job!",1,9,5,9,9,4,5,1,9,1,9,1,8,2,1,1,9,8,1,1,62,72,2,1,"priming","","Q47|Q48|Q243|Q246|Q249","Q56|7|2|9|10|3|8|4|1|5|6","40.430999755859","-79.922698974609","-1",2,2,1,5,1,5
"R_2qEpNbj75Vfmvhr","Default Response Set","Anonymous","","","66.195.54.234","0",2017-08-24 12:17:24,2017-08-24 12:21:33,1,"802904",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,0,0,31.946,0,NA,1,NA,NA,"ITs high quality, but not HD quality that you come to expect from today's cameras.",1,1,1,9,5,9,9,9,1,9,1,1,9,7,2,4,9,1,1,1,37,73,1,1,"priming","","Q47|Q48|Q243|Q245|Q249","Q56|9|2|5|6|7|4|10|1|3|8","39.121002197266","-84.328300476074","-1",1,2,5,1,9,5
"R_2dmZVeKwzaQi4bU","Default Response Set","Anonymous","","","68.38.254.77","0",2017-08-24 12:15:45,2017-08-24 12:21:35,1,"951049",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,0,0,30.487,0,NA,NA,NA,1,"I think the photo is generally fake. It uses stunning imagery of ice that I suppose is from glaciers, but the photo doesn't seem to be realistic, especially around the waterline.",1,8,9,9,1,8,1,9,1,1,2,1,9,2,2,3,9,9,1,1,62,80,1,1,"priming","","Q47|Q48|Q243|Q247|Q249","Q56|4|5|2|3|10|8|7|9|6|1","40.236892700195","-85.467903137207","-1",1,2,9,9,8,7.2
"R_54J3kkwGqf9cflL","Default Response Set","Anonymous","","","71.29.168.114","0",2017-08-24 12:17:07,2017-08-24 12:21:39,1,"856007",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,11.567,30.286,30.701,6,NA,NA,NA,1,"I think that it looked clear, but would have looked better if enlarged.",1,8,8,2,3,2,2,8,3,8,2,1,6,7,4,2,9,9,1,2,37,68,1,1,"priming","","Q47|Q48|Q243|Q247|Q249","Q56|3|7|4|10|5|2|8|1|9|6","41.674102783203","-81.060501098633","-1",1,2,7,8,8,5.6
"R_2zzK5NlOFUQy7Af","Default Response Set","Anonymous","","","70.176.212.95","0",2017-08-24 12:16:00,2017-08-24 12:21:59,1,"793999",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,0,0,31.09,0,NA,1,NA,NA,"The quality was poor. The photo seemed to be shifted to the more blue hues. It also seemed to not be in focus.",1,9,1,5,2,5,5,8,7,7,1,1,5,7,4,5,5,9,1,1,62,74,1,1,"priming","","Q47|Q48|Q243|Q245|Q249","Q56|4|1|10|2|6|5|9|8|7|3","33.68359375","-111.73500061035","-1",1,2,8,5,9,6.8
"R_2wcQSQSgXvhIVOe","Default Response Set","Anonymous","","","173.244.44.2","0",2017-08-24 12:19:47,2017-08-24 12:22:15,1,"873853",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,0,0,30.615,0,NA,NA,1,NA,"It's a very high quality photo. It's very captivating and it seems very warm.",1,1,1,9,1,9,1,9,9,9,1,1,3,2,8,7,2,9,1,2,22,55,1,1,"priming","","Q47|Q48|Q243|Q246|Q249","Q56|8|1|3|6|9|2|7|10|4|5","47.606201171875","-122.33209991455","-1",2,2,9,9,9,9
"R_3JF8lUCGV4UuQuN","Default Response Set","Anonymous","","","68.59.64.228","0",2017-08-24 12:20:44,2017-08-24 12:22:29,1,"964918",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,22.844,22.844,30.423,1,NA,NA,NA,1,"looked fine",1,3,4,5,5,3,5,7,7,3,5,1,7,4,3,5,3,7,1,1,25,70,1,1,"priming","","Q47|Q48|Q243|Q247|Q249","Q56|10|5|8|9|3|4|6|2|7|1","31.261703491211","-85.414199829102","-1",1,2,5,5,5,5.4
"R_3p69FOewx0ToZuQ","Default Response Set","Anonymous","","","192.161.72.29","0",2017-08-24 12:21:00,2017-08-24 12:22:58,1,"825845",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,0,0,31.324,0,NA,NA,NA,1,"i thought it was nice and clear",1,6,4,6,5,3,5,5,7,7,7,1,6,5,4,6,7,5,1,1,39,71,1,1,"priming","","Q47|Q48|Q243|Q247|Q249","Q56|9|2|3|7|8|5|4|10|6|1","38.820999145508","-78.565803527832","-1",1,2,5,5,3,5.2
"R_DUX1lZJJZNqKNYR","Default Response Set","Anonymous","","","173.216.247.111","0",2017-08-24 12:21:18,2017-08-24 12:23:34,1,"829506",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,6.444,29.27,30.452,4,1,NA,NA,NA,"I think the quality looked pretty decent. I'm not a fan of what the photo was showing but the quality was fine.",1,7,8,9,1,1,3,8,7,2,1,1,3,5,1,1,9,7,1,1,29,65,1,1,"priming","","Q47|Q48|Q243|Q244|Q249","Q56|9|8|1|7|10|5|3|2|6|4","36.66960144043","-93.261497497559","-1",2,2,9,7,9,8.2
"R_0vqloYCbXM6HCH7","Default Response Set","Anonymous","","","67.172.134.216","0",2017-08-24 12:20:11,2017-08-24 12:23:43,1,"845624",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,0,0,30.513,0,1,NA,NA,NA,"It was pretty good quality overall. It looked like the detail was slightly off in places, but most of it looked really sharp and crisp. It was mostly the same color overall, but it was a really good choice and use of color for the image.",1,3,6,2,1,4,2,9,9,9,2,1,5,6,6,7,4,6,1,1,30,75,1,1,"priming","","Q47|Q48|Q243|Q244|Q249","Q56|3|2|10|6|7|4|1|9|5|8","40.168899536133","-105.09449768066","-1",2,2,9,8,8,7.2
"R_1PcxrRImDjChhVP","Default Response Set","Anonymous","","","73.247.192.128","0",2017-08-24 12:23:10,2017-08-24 12:25:26,1,"824940",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,0,0,30.619,0,NA,NA,1,NA,"This photo looked like very good quality. Almost like you could feel the heat coming off of the surface.",1,9,1,1,5,9,5,9,1,5,9,1,5,9,9,5,6,4,1,2,38,70,1,1,"priming","","Q47|Q48|Q243|Q246|Q249","Q56|7|10|1|5|9|3|2|8|4|6","41.191604614258","-87.855499267578","-1",2,2,5,5,1,2.6
"R_z2sxulPmv3J63dv","Default Response Set","Anonymous","","","73.24.103.111","0",2017-08-24 12:23:26,2017-08-24 12:25:29,1,"976801",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,14.144,77.114,30.848,3,NA,1,NA,NA,"it is a very beautiful photo",1,4,6,6,9,8,4,3,3,8,7,1,6,7,6,8,7,8,1,2,55,87,1,1,"priming","","Q47|Q48|Q243|Q245|Q249","Q56|5|8|7|6|4|9|2|1|10|3","28.510604858398","-81.197601318359","-1",1,2,1,6,3,3.8
"R_3HY2duKuGXSxi8E","Default Response Set","Anonymous","","","47.152.251.26","0",2017-08-24 12:21:37,2017-08-24 12:25:50,1,"896536",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,28.811,29.453,30.479,2,NA,NA,1,NA,"i thought it looked nice and high quality",1,7,8,3,7,4,4,6,8,5,4,1,6,4,5,7,7,7,1,2,27,75,1,1,"priming","","Q47|Q48|Q243|Q246|Q249","Q56|1|3|4|9|7|10|5|8|2|6","34.104400634766","-117.04859924316","-1",2,2,3,6,6,5.2
"R_2Cvvr6MoBWjD24h","Default Response Set","Anonymous","","","104.32.36.117","0",2017-08-24 12:21:00,2017-08-24 12:26:03,1,"935749",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,0,0,30.689,0,NA,1,NA,NA,"The light is mediocre, the framing is mediocre. The subject is nice in theory. The best angle of the bridge would have been almost any other angle. The particular set of trees was pretty disarrayed. It appears to have been taken by your average photographr or amateur. Because of the subject matter I liked it better than average, but it was a sub-standard execution.",1,9,1,8,1,9,1,9,5,9,7,1,4,7,6,4,7,6,1,1,39,67,1,1,"priming","","Q47|Q48|Q243|Q245|Q249","Q56|8|10|3|6|7|2|4|5|1|9","33.88720703125","-118.35479736328","-1",1,2,9,9,3,6.8
"R_12GC7pLY5RtNwUp","Default Response Set","Anonymous","","","104.200.154.110","0",2017-08-24 12:20:25,2017-08-24 12:26:12,1,"942029",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,2.115,18.865,31.035,2,NA,NA,NA,1,"It is high quality.  It has a good subject and can be seen well.",1,4,7,7,3,6,4,6,9,3,6,1,6,4,3,4,8,7,1,1,33,71,1,1,"priming","","Q47|Q48|Q243|Q247|Q249","Q56|2|5|10|3|8|7|9|4|1|6","47.542007446289","-122.31230163574","-1",1,2,7,6,4,6.6
"R_UcGd6zqwIPsbfoZ","Default Response Set","Anonymous","","","75.27.108.112","0",2017-08-24 12:22:13,2017-08-24 12:26:31,1,"823924",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,0,0,30.471,0,1,NA,NA,NA,"The use of the filter is interesting but I think it lowers the quality  of the photo.  The photo would havebeen much better in natural colrs.  So, overall, I think it is of lower quality.",1,8,8,1,2,9,7,8,7,2,6,1,5,3,2,8,6,2,1,1,51,77,1,1,"priming","","Q47|Q48|Q243|Q244|Q249","Q56|3|9|10|1|6|5|8|2|7|4","41.759002685547","-88.261497497559","-1",2,2,8,3,4,4.6
"R_8vMpGEku4POJOKd","Default Response Set","Anonymous","","","68.80.201.209","0",2017-08-24 12:24:01,2017-08-24 12:26:47,1,"907636",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,2.137,2.137,31.011,1,1,NA,NA,NA,"It was decent quality, nice colors, crisp lines, did not look pixelated.",1,5,2,1,5,2,6,9,7,3,2,1,6,4,8,4,7,6,1,2,29,82,1,1,"priming","","Q47|Q48|Q243|Q244|Q249","Q56|7|1|5|3|10|4|2|6|9|8","39.953002929688","-75.175598144531","-1",2,2,5,4,8,5
"R_2TS4yDRFBSQmXnk","Default Response Set","Anonymous","","","64.121.126.91","0",2017-08-24 12:24:38,2017-08-24 12:26:50,1,"787271",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,0,0,31.378,0,NA,NA,NA,1,"I thought it was sharp and the color contrast really stood out, very professional",1,8,8,2,8,2,8,7,7,8,1,1,7,2,2,1,8,7,1,1,28,68,1,1,"priming","","Q47|Q48|Q243|Q247|Q249","Q56|9|3|7|2|5|10|8|4|6|1","40.590194702148","-75.354698181152","-1",1,2,2,2,9,4.4
"R_YRk3Sfk8aJMAGsx","Default Response Set","Anonymous","","","99.60.232.78","0",2017-08-24 12:22:42,2017-08-24 12:27:03,1,"829766",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,0,0,30.783,0,NA,1,NA,NA,"It is a neat photo. Looks to be of good quality.",1,6,4,3,3,3,2,5,4,4,8,1,3,3,4,3,5,3,1,1,25,70,1,1,"priming","","Q47|Q48|Q243|Q245|Q249","Q56|7|1|10|2|3|5|8|6|9|4","38.701202392578","-90.366996765137","-1",1,2,7,8,2,4.8
"R_2arhBPwOYADllsF","Default Response Set","Anonymous","","","98.195.241.189","0",2017-08-24 12:24:47,2017-08-24 12:28:07,1,"901074",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,0,0,30.427,0,NA,NA,1,NA,"I think the quality was very good. You could really make out the features of the photo. It captures the right things and it lights up the rest of the picture really well.",1,1,9,1,5,1,2,9,1,1,1,1,8,6,8,6,7,6,1,2,33,74,1,1,"priming","","Q47|Q48|Q243|Q246|Q249","Q56|6|2|7|9|1|4|5|10|3|8","29.767196655273","-95.158897399902","-1",2,2,5,8,9,4.8
"R_2YE6my3n8LOop5k","Default Response Set","Anonymous","","","49.146.67.247","0",2017-08-24 12:17:15,2017-08-24 12:28:22,1,"801950",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,0,0,32.103,0,NA,NA,1,NA,"High definition photo.",1,1,5,5,9,4,1,9,5,1,9,1,7,5,7,7,3,1,1,2,26,65,1,1,"priming","","Q47|Q48|Q243|Q246|Q249","Q56|9|3|4|7|10|2|6|8|5|1","14.604202270508","120.98220825195","-1",2,2,1,9,1,4.2
"R_1JXtfSlf5ePdPUD","Default Response Set","Anonymous","","","172.11.220.144","0",2017-08-24 12:25:01,2017-08-24 12:28:38,1,"914084",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,0,0,30.503,0,NA,NA,1,NA,"it is good quality",1,9,9,1,1,1,9,9,7,1,1,1,5,6,6,5,4,1,1,1,35,73,1,1,"priming","","Q47|Q48|Q243|Q246|Q249","Q56|1|7|6|2|4|8|10|9|3|5","39.647399902344","-84.157302856445","-1",2,2,9,1,9,5.4
"R_2B52RNF3VntiMq6","Default Response Set","Anonymous","","","50.78.130.41","0",2017-08-24 12:25:32,2017-08-24 12:28:50,1,"863093",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,7.127,25.976,30.452,8,NA,NA,NA,1,"It was decent but slightly blurry and pixelated.",1,2,2,6,1,1,1,9,2,1,1,1,3,4,1,6,5,1,1,2,29,72,1,1,"priming","","Q47|Q48|Q243|Q247|Q249","Q56|6|1|9|3|8|10|2|5|4|7","39.890197753906","-75.327301025391","-1",1,2,9,9,9,7
"R_1kTGMZKYu4KvOul","Default Response Set","Anonymous","","","72.178.19.52","0",2017-08-24 12:20:45,2017-08-24 12:29:19,1,"936456",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,0,0,30.453,0,NA,NA,NA,1,"It thought it was nice and hard to catch",1,9,1,2,1,9,9,8,9,9,1,1,3,1,1,5,5,5,1,1,29,70,1,1,"priming","","Q47|Q48|Q243|Q247|Q249","Q56|2|4|5|10|6|9|8|7|1|3","31.902297973633","-106.40650177002","-1",1,2,9,1,9,6
"R_V4hzDXgo5ili3Dj","Default Response Set","Anonymous","","","162.226.190.29","0",2017-08-24 12:26:43,2017-08-24 12:29:32,1,"800021",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,0,0,30.605,0,1,NA,NA,NA,"It's a very serious photo. It's very interesting, very mysterious. The colors of it are great. Overall, I like the picture.",1,1,9,9,2,1,1,9,1,1,1,1,1,3,6,1,7,1,1,2,25,76,1,1,"priming","","Q47|Q48|Q243|Q244|Q249","Q56|4|5|3|7|1|8|10|9|2|6","33.870300292969","-117.92530059814","-1",2,2,8,9,9,7.2
"R_1DMaSTGSK2ZV3J9","Default Response Set","Anonymous","","","173.61.255.226","0",2017-08-24 12:23:55,2017-08-24 12:29:41,1,"912465",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,0,0,31.121,0,NA,1,NA,NA,"This photo is beautiful, and high resolution. The color range seems a bit limited though.",1,9,4,9,5,7,2,8,2,5,1,1,3,5,3,6,6,5,1,1,24,70,1,1,"priming","","Q47|Q48|Q243|Q245|Q249","Q56|9|2|5|8|6|4|1|7|3|10","39.824005126953","-75.131797790527","-1",1,2,5,8,9,6.6
"R_3RgRjN8EEfcjxmr","Default Response Set","Anonymous","","","108.2.96.114","0",2017-08-24 12:26:38,2017-08-24 12:29:43,1,"845672",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,6.287,6.287,30.448,1,NA,NA,NA,1,"I think the quality of the photo is great. It would help to know what exactly the weather was that day because that also plays a part in what the photo looks like, but from me just looking at it, I would guess that the picture was taken with an above averge camera. I also have no experience in photography though haha.",1,9,1,9,5,9,1,5,9,1,1,1,9,1,6,7,8,1,1,1,22,70,1,1,"priming","","Q47|Q48|Q243|Q247|Q249","Q56|1|8|5|10|9|6|4|3|7|2","39.846801757812","-75.711601257324","-1",1,2,5,9,9,8.2
"R_1GwDRmix4n4SGJG","Default Response Set","Anonymous","","","73.95.132.206","0",2017-08-24 12:25:47,2017-08-24 12:30:02,1,"988677",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,0,0,30.492,0,1,NA,NA,NA,"beautiful picture, resolution could be better",1,1,3,1,9,1,9,8,1,2,9,1,8,8,6,3,7,3,1,2,39,78,1,1,"priming","","Q47|Q48|Q243|Q244|Q249","Q56|3|5|9|8|6|1|4|10|7|2","39.739196777344","-104.98470306396","-1",2,2,1,1,1,1
"R_1hxIrjX0MRmqv5S","Default Response Set","Anonymous","","","69.207.82.203","0",2017-08-24 12:24:30,2017-08-24 12:30:20,1,"966219",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,0,0,33.836,0,NA,1,NA,NA,"I think the photo was very high quality. The detail of the bridge was clear, and the accents against the white snow were easy on the eyes. Overall a high quality photo.",1,7,3,7,3,3,3,7,7,7,3,1,7,6,8,3,7,7,1,1,33,70,1,1,"priming","","Q47|Q48|Q243|Q245|Q249","Q56|10|3|8|1|2|6|5|7|4|9","43.235198974609","-78.207099914551","-1",1,2,7,7,7,7
"R_1prQQ3xeKm2ECOV","Default Response Set","Anonymous","","","173.135.222.200","0",2017-08-24 12:23:48,2017-08-24 12:32:33,1,"812957",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,2.207,11.242,31.251,2,NA,NA,1,NA,"nice looked very clear",1,6,5,5,5,6,6,6,3,6,6,1,6,6,6,5,6,6,1,2,24,70,1,1,"priming","","Q47|Q48|Q243|Q246|Q249","Q56|7|6|2|1|10|5|4|9|3|8","36.812393188477","-76.237602233887","-1",2,2,5,4,4,4.2
"R_3hDPK1nQlmP7dju","Default Response Set","Anonymous","","","104.185.102.34","0",2017-08-24 12:30:41,2017-08-24 12:33:57,1,"825963",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,0,0,34.179,0,NA,1,NA,NA,"The picture is high quality. It is clear. The lighting is good. One can see many features of the picture.",1,9,9,1,1,9,9,9,9,9,9,1,7,1,1,3,7,1,1,2,36,78,1,1,"priming","","Q47|Q48|Q243|Q245|Q249","Q56|2|4|1|5|3|6|7|10|8|9","30.537002563477","-87.29419708252","-1",1,2,9,1,1,4.2
