"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","mturkcode","Q37","Q43","Q44","Q45","Q70","Q22","Q24_1","Q24_2","Q24_3","Q24_4","hungry","Q40","Q41_1","Q41_2","Q41_3","Q41_4","full","Q25","Q27","Q29","Q33","Q37.0","Q40.0","Q2","Q3","Q4","Q6","Q12_1","Q12_2","Q12_3","Q12_4","Q12_5","Q12_6","Q36","DO_BR_FL_47","DO_BL_nameperson","DO_BL_feelings","LocationLatitude","LocationLongitude","LocationAccuracy","condition","similarity"
"R_3Grp2Z9ZHrxG0p4","Default Response Set","Anonymous","","","198.72.247.247","0",2017-05-08 14:21:13,2017-05-08 14:23:07,1,"80253508",1,1,NA,1,"Jack",NA,NA,NA,NA,NA,"",1,0.593,58.743,78.39,8,"Having to be around a crowd of people makes me anxious and self conscious. That's how I react whenever I am around people, especially in public. I don't really socialize, or go out for that matter. I work from home, and when I go out it's for groceries, o running a few errands. It'll maybe help with my social anxiety to go out more and talk to people, but I am not  fond of initiating conversations to be begin with.",1,6,4,8,9,5,1,2,21,1,NA,1,NA,NA,NA,NA,1,"full","Q43|Q45|Q70","Q25|Q27|Q29|Q37|Q33","34.085296630859","-117.96089935303","-1",1,2
"R_6qZeirj5cJyBp0l","Default Response Set","Anonymous","","","100.0.38.99","0",2017-05-08 14:20:10,2017-05-08 14:23:20,1,"83705415",1,1,1,NA,"Lori",1,3.722,55.532,92.474,2,"I have a really bad headache. I want to eat right now. My stomach is growling. I am in a horrible mood. I could tell someone off if they said the wrong thing to me. I want food now.",NA,NA,NA,NA,NA,"",1,3,6,6,8,7,1,2,52,1,NA,NA,NA,1,NA,NA,1,"hungry","Q43|Q44|Q70","Q25|Q37|Q29|Q27|Q33","42.15559387207","-71.426803588867","-1",2,1
"R_XpJ33YOioAZXGdb","Default Response Set","Anonymous","","","73.238.212.54","0",2017-05-08 14:25:49,2017-05-08 14:27:56,1,"88326774",1,1,1,NA,"DAve",1,1.153,1.153,78.432,1,"I would be thinking solely on how hungry I was feeling and the stomach pains that go with it. In noticing the stomach pains I would notice the uncomfortable feeling in my back and the tired feeling in my legs only making it that much harder to ignore. I wuld notice the burping feeling that I get when my stomach is empty which is harder still to ignore",NA,NA,NA,NA,NA,"",1,9,9,9,9,5,1,2,34,1,NA,NA,NA,1,NA,NA,1,"hungry","Q43|Q44|Q70","Q25|Q37|Q33|Q27|Q29","41.681594848633","-72.940498352051","-1",2,1
"R_cLW3G99SgModZlL","Default Response Set","Anonymous","","","74.83.126.10","0",2017-05-08 14:36:36,2017-05-08 14:40:59,1,"85861042",1,1,NA,1,"Meg",NA,NA,NA,NA,NA,"",1,0.787,64.34,65.225,3,"I am uncomfortable when I am very full. It is not a feeling I enjoy at all. I feel like I will throw up or need to poop due to being so full. I would likely stay on my couch because it is so uncomfortable.",1,7,8,6,7,2,1,2,32,1,NA,NA,NA,1,NA,NA,1,"full","Q43|Q45|Q70","Q25|Q37|Q29|Q33|Q27","39.165893554688","-84.229499816895","-1",1,2
"R_soDdxDiU6uHQxRD","Default Response Set","Anonymous","","","45.53.187.82","0",2017-05-08 12:37:48,2017-05-08 12:40:31,0,"85462913",1,1,NA,1,"Bruce",NA,NA,NA,NA,NA,"",1,7.268,7.268,66.709,1,"If I were very full my stomach would be bloated. I'd feel very lethargic. I'd be thinking about how I wish that I hadn't eaten so much and would be disappointed that I felt so tired and uncomfortable",1,6,6,7,6,5,1,1,39,1,NA,NA,NA,1,NA,NA,NA,"full","Q43|Q45|Q70","Q25|Q37|Q33|Q29|Q27","","","-1",1,2
"R_e38ndzlh71pMuzL","Default Response Set","Anonymous","","","69.138.60.242","0",2017-05-08 12:36:33,2017-05-08 12:37:04,0,"",1,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Q43|Q45|Q70","","","","-1",NA,2
"R_3hnzsp4qrwvePhK","Default Response Set","Anonymous","","","12.21.185.130","0",2017-05-08 12:38:12,2017-05-08 12:38:43,0,"",1,1,NA,1,"Bill",1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hungry","Q43|Q45|Q70","","","","-1",2,2
"R_DxkWVYtOqHkonOV","Default Response Set","Anonymous","","","170.250.107.122","0",2017-05-08 12:52:28,2017-05-08 12:52:49,0,"",1,1,1,NA,"renan",1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hungry","Q43|Q44|Q70","","","","-1",2,1
"R_3RlRHerwtsoNjIf","Default Response Set","Anonymous","","","174.233.1.190","0",2017-05-08 12:38:16,2017-05-08 12:43:56,0,"",1,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Q43|Q44|Q70","","","","-1",NA,1
"R_tY5yIHKws9IAsut","Default Response Set","Anonymous","","","73.244.110.94","0",2017-05-08 12:52:05,2017-05-08 12:56:33,0,"",1,1,NA,1,"jason",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hungry","Q43|Q45|Q70","","","","-1",2,2
"R_w7Dwhf18GTcl9a9","Default Response Set","Anonymous","","","98.232.89.173","0",2017-05-08 12:38:07,2017-05-08 12:38:38,0,"",1,1,1,NA,"mike",NA,NA,NA,NA,NA,"",1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"full","Q43|Q44|Q70","","","","-1",1,1
"R_3rMKgeOTFUYTSpK","Default Response Set","Anonymous","","","73.230.123.122","0",2017-05-08 12:35:50,2017-05-08 12:36:42,0,"",1,1,NA,1,"Karen",1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hungry","Q43|Q45|Q70","","","","-1",2,2
"R_3MJtmKv80oYCbsd","Default Response Set","Anonymous","","","74.94.85.1","0",2017-05-08 12:39:03,2017-05-08 12:58:59,0,"80425174",1,1,1,NA,"Alan",1,20.912,21.896,143.823,2,"When I get very hungry, I find it hard to concentrate on anything else and will often check the clock to see when I can eat next.  My body starts craving food and will generally send me cravings for things that taste great but are not necessarily good forme.  I get an empty feeling in my stomach and the cravings are usually for some meat or something salty.",NA,NA,NA,NA,NA,"",1,6,4,9,6,5,1,1,55,1,NA,NA,NA,1,NA,NA,NA,"hungry","Q43|Q44|Q70","Q25|Q37|Q27|Q33|Q29","","","-1",2,1
"R_1gNGDUIPXFIbusI","Default Response Set","Anonymous","","","71.74.125.51","0",2017-05-08 12:54:18,2017-05-08 12:55:17,0,"",1,1,1,NA,"Adam",NA,NA,NA,NA,NA,"",1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"full","Q43|Q44|Q70","","","","-1",1,1
"R_1i2UtHXyCIoug0k","Default Response Set","Anonymous","","","174.55.23.19","0",2017-05-08 12:35:57,2017-05-08 12:36:13,0,"",1,1,1,NA,"Quinn",1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hungry","Q43|Q44|Q70","","","","-1",2,1
"R_3dJJsJ6ev5Ajqv0","Default Response Set","Anonymous","","","107.146.199.161","0",2017-05-08 12:57:21,2017-05-08 12:58:11,0,"",1,1,1,NA,"TJ",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"full","Q43|Q44|Q70","","","","-1",1,1
"R_eXbg6gGu1Pih6jD","Default Response Set","Anonymous","","","108.32.30.85","0",2017-05-08 13:26:07,2017-05-08 13:27:04,0,"",1,1,1,NA,"ben",NA,NA,NA,NA,NA,"",1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"full","Q43|Q44|Q70","","","","-1",1,1
"R_YQYblIV6s4GS0wx","Default Response Set","Anonymous","","","50.150.110.20","0",2017-05-08 12:42:26,2017-05-08 12:46:22,0,"84933046",1,1,NA,1,"Lisa",NA,NA,NA,NA,NA,"",1,12.404,12.404,110.522,1,"I just had a bowl full of beef tendon and I can feel them lodging in my gut. They are not moving at all to the point that I felt suffocating. It is impossible to wash them down with hot tea, I am just too full to take in anything.",1,5,5,5,5,1,1,2,54,2,NA,1,NA,NA,NA,NA,NA,"full","Q43|Q45|Q70","Q25|Q27|Q33|Q37|Q29","","","-1",1,2
"R_VPguFH2tMeqJUuR","Default Response Set","Anonymous","","","32.212.66.128","0",2017-05-08 13:01:15,2017-05-08 13:03:33,0,"",1,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Q43|Q44|Q70","","","","-1",NA,1
"R_2SiT9DqXt15n757","Default Response Set","Anonymous","","","98.95.32.122","0",2017-05-08 13:17:43,2017-05-08 13:21:28,0,"",1,1,NA,1,"Shenita",1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hungry","Q43|Q45|Q70","","","","-1",2,2
"R_07lZMn8aXkeZtzH","Default Response Set","Anonymous","","","67.184.217.144","0",2017-05-08 12:37:51,2017-05-08 12:38:18,0,"",1,1,1,NA,"Juan",1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hungry","Q43|Q44|Q70","","","","-1",2,1
"R_3Mclo4UXHOUeJYk","Default Response Set","Anonymous","","","45.36.161.66","0",2017-05-08 12:37:50,2017-05-08 12:38:19,0,"",1,1,NA,1,"Mike",NA,NA,NA,NA,NA,"",1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"full","Q43|Q45|Q70","","","","-1",1,2
"R_Zh3NusaSHAm8RBD","Default Response Set","Anonymous","","","174.23.241.210","0",2017-05-08 12:38:29,2017-05-08 12:38:49,0,"",1,1,NA,1,"josh",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hungry","Q43|Q45|Q70","","","","-1",2,2
"R_1r2ecoH2UUc2VY2","Default Response Set","Anonymous","","","24.40.80.160","0",2017-05-08 12:38:52,2017-05-08 12:39:05,0,"",1,1,NA,1,"Whitney",NA,NA,NA,NA,NA,"",1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"full","Q43|Q45|Q70","","","","-1",1,2
"R_1f8HiVSf7PfXGW6","Default Response Set","Anonymous","","","187.189.151.20","0",2017-05-08 12:41:19,2017-05-08 12:44:54,0,"87520434",1,1,1,NA,"Alan",1,1.654,54.478,123.575,4,"I would be wondering what i could eat. Surely there isn't anything in the house and i would be pondeing whether I should go out and buy something or order food delivery. If it's in the middle of the afternoon with the sun out I would most likely order delvery",NA,NA,NA,NA,NA,"",1,7,8,8,4,9,1,1,31,1,NA,NA,1,NA,NA,NA,NA,"hungry","Q43|Q44|Q70","Q25|Q27|Q29|Q33|Q37","","","-1",2,1
"R_XRMc4REVBeyPJS1","Default Response Set","Anonymous","","","47.17.179.157","0",2017-05-08 12:47:58,2017-05-08 12:48:29,0,"",1,1,1,NA,"Jake",1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hungry","Q43|Q44|Q70","","","","-1",2,1
"R_3PZu5tCwHlsRa9Z","Default Response Set","Anonymous","","","24.181.101.171","0",2017-05-08 12:48:21,2017-05-08 12:49:31,0,"",1,1,1,NA,"steve",NA,NA,NA,NA,NA,"",1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"full","Q43|Q44|Q70","","","","-1",1,1
"R_3Ibk0Ly7wlrCzDH","Default Response Set","Anonymous","","","73.111.188.88","0",2017-05-08 12:50:31,2017-05-08 12:51:02,0,"",1,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Q43|Q45|Q70","","","","-1",NA,2
"R_2atSKDBQRVgM65f","Default Response Set","Anonymous","","","68.64.121.138","0",2017-05-08 13:00:57,2017-05-08 13:03:34,0,"",1,1,NA,1,"Jon",NA,NA,NA,NA,NA,"",1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"full","Q43|Q45|Q70","","","","-1",1,2
"R_3ESBQMSpia0VcSI","Default Response Set","Anonymous","","","107.12.139.195","0",2017-05-08 13:05:55,2017-05-08 13:06:00,0,"",1,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Q43|Q45|Q70","","","","-1",NA,2
"R_3ozpGKmS6MdkAUA","Default Response Set","Anonymous","","","66.142.195.205","0",2017-05-08 13:14:40,2017-05-08 13:15:00,0,"",1,1,1,NA,"Rob",1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hungry","Q43|Q44|Q70","","","","-1",2,1
"R_3jcfSUIFinqrc65","Default Response Set","Anonymous","","","198.24.30.133","0",2017-05-08 13:22:24,2017-05-08 13:22:33,0,"",1,1,1,NA,"asdasd",NA,NA,NA,NA,NA,"",1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"full","Q43|Q44|Q70","","","","-1",1,1
"R_2YxJfgYhXH9Brx0","Default Response Set","Anonymous","","","50.109.242.239","0",2017-05-08 13:41:44,2017-05-08 13:42:15,0,"",1,1,1,NA,"joe",NA,NA,NA,NA,NA,"",1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"full","Q43|Q44|Q70","","","","-1",1,1
"R_1XKJq8P1769BJnz","Default Response Set","Anonymous","","","75.142.213.34","0",2017-05-08 12:36:13,2017-05-08 12:36:28,0,"",1,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Q43|Q45|Q70","","","","-1",NA,2
"R_6GqIAp7UcsuK1CF","Default Response Set","Anonymous","","","174.233.1.190","8",2017-05-08 12:38:20,2017-05-08 12:44:00,0,"",1,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Q43|Q44|Q70","","","","-1",NA,1
"R_BsOpIBzpmycfFzH","Default Response Set","Anonymous","","","67.11.212.123","0",2017-05-08 12:37:58,2017-05-08 12:38:17,0,"",1,1,1,NA,"David",1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hungry","Q43|Q44|Q70","","","","-1",2,1
"R_1lfr2cCQToMhJ00","Default Response Set","Anonymous","","","47.150.180.8","0",2017-05-08 12:39:22,2017-05-08 12:40:17,0,"",1,1,1,NA,"Christian",1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hungry","Q43|Q44|Q70","","","","-1",2,1
"R_27WgZBW1KFVU4zl","Default Response Set","Anonymous","","","198.245.254.124","0",2017-05-08 12:41:40,2017-05-08 12:42:06,0,"",1,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Q43|Q44|Q70","","","","-1",NA,1
"R_1JIvi5k6USZnXOg","Default Response Set","Anonymous","","","108.67.12.201","0",2017-05-08 12:43:37,2017-05-08 18:14:17,0,"86728723",1,1,NA,1,"Melanie",1,1.349,1.349,62.002,1,"I am very hungry and am thinking about something yummy to eat.  My body feels pain in my stomach and a bit light-headed.  I am acting more irritable than usual.  I would be thinking about different types of food and also feel thirst surging through my bod.  As I write this I think about what is in my refrigerator to eat.  I want to eat something healthy but also something fast to satisfy my hunger.  
",NA,NA,NA,NA,NA,"",1,6,6,2,7,7,1,2,32,1,NA,NA,NA,1,NA,NA,NA,"hungry","Q43|Q45|Q70","Q25|Q29|Q33|Q27|Q37","","","-1",2,2
"R_3p8OgMmgybHdEKQ","Default Response Set","Anonymous","","","192.180.31.179","0",2017-05-08 12:41:56,2017-05-08 13:09:39,0,"88087841",1,1,1,NA,"Libby",NA,NA,NA,NA,NA,"",1,5.737,5.737,112.261,1,"Stuffed I feel awful and bloated. I ate way too much. I am not going to do that again. Ugh. I'm going to go lie down and try to feel better. Maybe a nap will help. I knew i shouldn't have gone back for a second serving of lasagna.",1,7,5,6,3,9,1,1,56,1,NA,NA,NA,1,NA,NA,NA,"full","Q43|Q44|Q70","Q25|Q27|Q33|Q37|Q29","","","-1",1,1
"R_1Q4xyrLQsyMkvBN","Default Response Set","Anonymous","","","73.61.20.20","0",2017-05-08 12:56:47,2017-05-08 12:57:06,0,"",1,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Q43|Q45|Q70","","","","-1",NA,2
"R_zTjgC2lHTdO9Ykh","Default Response Set","Anonymous","","","99.101.100.7","0",2017-05-08 13:22:27,2017-05-08 13:23:43,0,"",1,1,1,NA,"Kevin",NA,NA,NA,NA,NA,"",1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"full","Q43|Q44|Q70","","","","-1",1,1
"R_3fZUFGBR3aU0Siv","Default Response Set","Anonymous","","","98.163.104.123","0",2017-05-08 13:24:42,2017-05-08 13:25:51,0,"",1,1,1,NA,"jake",1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hungry","Q43|Q44|Q70","","","","-1",2,1
"R_2EgD1LpQYsnvAVq","Default Response Set","Anonymous","","","104.238.45.125","0",2017-05-08 13:01:45,2017-05-08 13:05:19,0,"",1,1,1,NA,"Samuel",NA,NA,NA,NA,NA,"",1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"full","Q43|Q44|Q70","","","","-1",1,1
"R_ypwXoYMO3SDg6WZ","Default Response Set","Anonymous","","","174.52.112.95","0",2017-05-08 13:36:16,2017-05-08 13:36:46,0,"",1,1,NA,1,"Leslie",NA,NA,NA,NA,NA,"",1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"full","Q43|Q45|Q70","","","","-1",1,2
"R_2aKbRUdqmhwpbVN","Default Response Set","Anonymous","","","66.58.148.49","0",2017-05-08 13:39:24,2017-05-08 13:40:05,0,"",1,1,NA,1,"Mini",1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hungry","Q43|Q45|Q70","","","","-1",2,2
"R_2CErgjSfxBfnMM3","Default Response Set","Anonymous","","","98.94.18.31","0",2017-05-08 13:58:48,2017-05-08 13:59:18,0,"",1,1,NA,1,"ANNA",1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hungry","Q43|Q45|Q70","","","","-1",2,2
"R_3kblTJXQaHPN7TO","Default Response Set","Anonymous","","","71.190.250.26","0",2017-05-08 14:16:27,2017-05-08 14:16:53,0,"",1,1,1,NA,"N",NA,NA,NA,NA,NA,"",1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"full","Q43|Q44|Q70","","","","-1",1,1
"R_2taWDtmBFR41oaJ","Default Response Set","Anonymous","","","72.70.191.99","0",2017-05-08 12:35:56,2017-05-08 12:36:56,0,"",1,1,1,NA,"bob",1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hungry","Q43|Q44|Q70","","","","-1",2,1
"R_26biqYti9sD3V0y","Default Response Set","Anonymous","","","128.111.96.22","0",2017-05-08 12:35:50,2017-05-08 12:35:57,0,"",1,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Q43|Q44|Q70","","","","-1",NA,1
"R_3EJU6rLkCcbPNqM","Default Response Set","Anonymous","","","166.88.193.138","0",2017-05-08 12:36:22,2017-05-08 12:37:00,0,"",1,1,1,NA,"AA",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hungry","Q43|Q44|Q70","","","","-1",2,1
"R_3JDfO9PjFxLkEft","Default Response Set","Anonymous","","","72.186.228.0","0",2017-05-08 12:38:47,2017-05-08 12:42:33,0,"88767344",1,1,1,NA,"Corina",NA,NA,NA,NA,NA,"",1,7.731,87.438,90.108,5,"I had just ate at my very favorite buffet. It made me very full because they had my favorite shrimp dish on there. I don't get to eat it very often but when I do I like to eat a lot of it and I think ate way to much. Now my stomach hurts because I gorged n the shrimp without even given a thought to the salt content. My pants feel as if they are going to bust in half.",1,3,2,2,3,3,1,2,41,1,NA,NA,NA,1,NA,NA,NA,"full","Q43|Q44|Q70","Q25|Q29|Q33|Q37|Q27","","","-1",1,1
"R_3EbTNA0YTYSP1qV","Default Response Set","Anonymous","","","24.166.235.193","0",2017-05-08 12:37:10,2017-05-08 12:40:09,0,"88692812",1,1,1,NA,"Alysha",NA,NA,NA,NA,NA,"",1,3.306,3.306,90.334,1,"Feeling very full is not a fun feeling. When I feel very full, I usually feel sluggish and tired. I also feel like i could possibly throw up. I would regret eating everything that I did, and wishing I would have had more self-control.",1,6,6,7,8,5,1,2,32,1,NA,NA,NA,1,NA,NA,NA,"full","Q43|Q44|Q70","Q25|Q33|Q37|Q29|Q27","","","-1",1,1
"R_1Cx2LN17MkyThwK","Default Response Set","Anonymous","","","76.26.50.183","0",2017-05-08 12:37:27,2017-05-08 12:42:07,0,"86994331",1,1,NA,1,"Anabel",NA,NA,NA,NA,NA,"",1,14.286,14.286,97.589,1,"My stomach would feel tight, but not painful. I'd be thinking about which end the food's going to come out of, and how I got into this situation in the first place. I'd be thinking about waiting it out, maybe going to bed. I'd feel gluttonous, and probabl would regret eating so much, since I usually don't overconsume like that.",1,7,7,2,8,2,1,1,25,1,NA,NA,1,NA,NA,NA,NA,"full","Q43|Q45|Q70","Q25|Q33|Q37|Q29|Q27","","","-1",1,2
"R_1FD6sKahtPikr4k","Default Response Set","Anonymous","","","68.195.5.6","0",2017-05-08 12:38:23,2017-05-08 12:40:58,0,"",1,1,NA,1,"Dave",NA,NA,NA,NA,NA,"",1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"full","Q43|Q45|Q70","","","","-1",1,2
"R_vYzHRhjF0ATwgQ9","Default Response Set","Anonymous","","","98.220.89.209","0",2017-05-08 12:39:18,2017-05-08 12:39:57,0,"",1,1,NA,1,"Luke",NA,NA,NA,NA,NA,"",1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"full","Q43|Q45|Q70","","","","-1",1,2
"R_2OOucsJWNMG48gQ","Default Response Set","Anonymous","","","24.184.50.191","0",2017-05-08 12:40:47,2017-05-08 12:52:34,0,"",1,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Q43|Q44|Q70","","","","-1",NA,1
"R_25L5OBQMkLA1R8i","Default Response Set","Anonymous","","","99.48.70.202","0",2017-05-08 12:41:10,2017-05-08 12:42:13,0,"",1,1,NA,1,"Kris",NA,NA,NA,NA,NA,"",1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"full","Q43|Q45|Q70","","","","-1",1,2
"R_2bN7hZWLzL3GYrh","Default Response Set","Anonymous","","","76.91.190.71","0",2017-05-08 12:44:21,2017-05-08 12:45:10,0,"",1,1,1,NA,"Sam",1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hungry","Q43|Q44|Q70","","","","-1",2,1
"R_2EFEdRBIXwdI3c2","Default Response Set","Anonymous","","","208.98.161.140","0",2017-05-08 12:47:30,2017-05-08 12:48:53,0,"",1,1,NA,1,"Wendy",1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hungry","Q43|Q45|Q70","","","","-1",2,2
"R_3hz6Py0aJ42WtpV","Default Response Set","Anonymous","","","24.20.9.51","0",2017-05-08 12:36:05,2017-05-08 12:37:31,0,"",1,1,NA,1,"Ian",NA,NA,NA,NA,NA,"",1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"full","Q43|Q45|Q70","","","","-1",1,2
"R_2wQY6OhGUl1Gfy2","Default Response Set","Anonymous","","","75.167.17.207","0",2017-05-08 12:37:08,2017-05-08 12:38:14,0,"",1,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Q43|Q44|Q70","","","","-1",NA,1
